# ----------------------------------------,,,,,,,
# www.photo-a-day.org,,,,,,,
# Pages,,,,,,,
# 20050601-20161006,,,,,,,
# ----------------------------------------,,,,,,,
,,,,,,,
Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/PhotoDetail.aspx?date=02/27/2010,26,21,0:00:09,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/21/2011,26,24,0:00:05,4,100.00%,38.46%,$0.00 
/PhotoDetail.aspx?date=04/21/2010,26,23,0:00:28,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=05/05/2011,26,24,0:00:04,1,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=05/07/2010,26,25,0:00:03,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=06/03/2005,26,23,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/05/2010,26,23,0:00:03,0,0.00%,19.23%,$0.00 
/PhotoDetail.aspx?date=06/19/2011,26,24,0:00:04,0,0.00%,11.54%,$0.00 
/PhotoDetail.aspx?date=06/21/2011,26,20,0:00:11,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=07/22/2012,26,18,0:01:36,6,33.33%,26.92%,$0.00 
/PhotoDetail.aspx?date=08/01/2013,26,20,0:01:46,1,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/13/2010,26,19,0:00:04,0,0.00%,11.54%,$0.00 
/PhotoDetail.aspx?date=09/18/2010,26,24,0:00:09,0,0.00%,11.54%,$0.00 
/PhotoDetail.aspx?date=09/26/2010,26,25,0:00:10,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=09/30/2012,26,20,0:01:51,9,33.33%,30.77%,$0.00 
/PhotoDetail.aspx?date=10/10/2010,26,26,0:01:05,0,0.00%,11.54%,$0.00 
/PhotoDetail.aspx?date=10/13/2013,26,24,0:00:14,5,100.00%,30.77%,$0.00 
/PhotoDetail.aspx?date=11/06/2010,26,21,0:00:15,0,0.00%,11.54%,$0.00 
/PhotoDetail.aspx?date=11/21/2010,26,24,0:00:03,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=12/02/2010,26,24,0:00:03,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=01/21/2011,25,22,0:00:11,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=01/02/2010,25,25,0:00:05,1,0.00%,24.00%,$0.00 
/PhotoDetail.aspx?date=01/06/2010,25,23,0:00:05,0,0.00%,12.00%,$0.00 
/PhotoDetail.aspx?date=01/11/2010,25,20,0:01:33,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=02/22/2010,25,22,0:00:15,4,50.00%,12.00%,$0.00 
/PhotoDetail.aspx?date=04/08/2010,25,23,0:00:05,0,0.00%,8.00%,$0.00 
/PhotoDetail.aspx?date=04/09/2010,25,23,0:00:07,0,0.00%,4.00%,$0.00 
/PhotoDetail.aspx?date=04/22/2010,25,24,0:00:05,0,0.00%,12.00%,$0.00 
/PhotoDetail.aspx?date=04/23/2010,25,24,0:00:04,0,0.00%,8.00%,$0.00 
/PhotoDetail.aspx?date=06/02/2010,25,23,0:00:04,0,0.00%,8.00%,$0.00 
/PhotoDetail.aspx?date=08/26/2010,25,21,0:00:05,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=09/27/2010,25,25,0:00:06,0,0.00%,4.00%,$0.00 
/PhotoDetail.aspx?date=10/02/2011,25,23,0:01:11,2,100.00%,28.00%,$0.00 
/PhotoDetail.aspx?date=11/03/2010,25,25,0:00:05,3,100.00%,40.00%,$0.00 
/PhotoDetail.aspx?date=12/03/2010,25,23,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/10/2010,25,23,0:00:06,0,0.00%,12.00%,$0.00 
/PhotoDetail.aspx?date=12/26/2011,25,24,0:00:15,1,100.00%,12.00%,$0.00 
/PhotoDetail.aspx?date=01/07/2011,24,20,0:00:10,2,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=01/28/2011,24,23,0:00:11,5,80.00%,29.17%,$0.00 
/PhotoDetail.aspx?date=01/22/2010,24,20,0:00:49,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=01/24/2010,24,22,0:00:06,1,0.00%,4.17%,$0.00 
/PhotoDetail.aspx?date=02/01/2014,24,9,0:00:05,0,0.00%,4.17%,$0.00 
/PhotoDetail.aspx?date=02/08/2012,24,18,0:00:05,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=02/20/2011,24,24,0:00:06,4,100.00%,37.50%,$0.00 
/PhotoDetail.aspx?date=03/03/2011,24,24,0:00:04,1,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=03/06/2010,24,23,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/19/2011,24,23,0:00:07,1,100.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=04/11/2010,24,21,0:00:03,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=05/11/2010,24,23,0:01:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=05/13/2010,24,23,0:00:03,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=05/21/2011,24,21,0:00:10,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=05/21/2012,24,19,0:01:41,9,100.00%,41.67%,$0.00 
/PhotoDetail.aspx?date=05/27/2011,24,22,0:00:22,6,83.33%,25.00%,$0.00 
/PhotoDetail.aspx?date=06/02/2011,24,22,0:00:09,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=06/08/2011,24,21,0:00:05,0,0.00%,4.17%,$0.00 
/PhotoDetail.aspx?date=07/07/2011,24,20,0:00:32,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=07/29/2010,24,22,0:00:31,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=08/02/2010,24,22,0:00:03,0,0.00%,4.17%,$0.00 
/PhotoDetail.aspx?date=08/14/2013,24,19,0:00:05,2,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=08/15/2010,24,18,0:00:05,0,0.00%,4.17%,$0.00 
/PhotoDetail.aspx?date=08/20/2010,24,18,0:00:05,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=08/24/2010,24,18,0:00:23,0,0.00%,4.17%,$0.00 
/PhotoDetail.aspx?date=08/27/2010,24,21,0:00:08,2,100.00%,20.83%,$0.00 
/PhotoDetail.aspx?date=09/05/2010,24,21,0:00:07,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=09/16/2010,24,21,0:00:06,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=09/22/2010,24,24,0:00:06,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=10/13/2012,24,20,0:02:48,5,60.00%,29.17%,$0.00 
/PhotoDetail.aspx?date=11/02/2011,24,20,0:01:26,0,0.00%,12.50%,$0.00 
/PhotoDetail.aspx?date=11/12/2010,24,23,0:00:04,0,0.00%,4.17%,$0.00 
/PhotoDetail.aspx?date=11/13/2010,24,24,0:00:03,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=12/04/2010,24,22,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/19/2011,24,20,0:00:45,6,83.33%,33.33%,$0.00 
/PhotoDetail.aspx?date=01/26/2012,23,20,0:00:10,9,66.67%,39.13%,$0.00 
/PhotoDetail.aspx?date=02/25/2010,23,21,0:02:01,3,66.67%,26.09%,$0.00 
/PhotoDetail.aspx?date=02/01/2010,23,21,0:00:37,0,0.00%,17.39%,$0.00 
/PhotoDetail.aspx?date=02/03/2010,23,21,0:00:14,0,0.00%,21.74%,$0.00 
/PhotoDetail.aspx?date=04/06/2011,23,20,0:00:05,0,0.00%,17.39%,$0.00 
/PhotoDetail.aspx?date=04/12/2010,23,20,0:01:23,0,0.00%,8.70%,$0.00 
/PhotoDetail.aspx?date=04/16/2012,23,21,0:00:09,0,0.00%,8.70%,$0.00 
/PhotoDetail.aspx?date=04/26/2010,23,22,0:00:04,0,0.00%,8.70%,$0.00 
/PhotoDetail.aspx?date=04/29/2010,23,23,0:00:17,0,0.00%,21.74%,$0.00 
/PhotoDetail.aspx?date=05/12/2010,23,22,0:00:04,0,0.00%,8.70%,$0.00 
/PhotoDetail.aspx?date=05/15/2011,23,23,0:00:14,0,0.00%,34.78%,$0.00 
/PhotoDetail.aspx?date=05/17/2011,23,22,0:00:05,8,75.00%,30.43%,$0.00 
/PhotoDetail.aspx?date=05/28/2011,23,20,0:00:06,0,0.00%,4.35%,$0.00 
/PhotoDetail.aspx?date=06/01/2011,23,21,0:00:07,0,0.00%,13.04%,$0.00 
/PhotoDetail.aspx?date=06/14/2011,23,19,0:00:04,0,0.00%,17.39%,$0.00 
/PhotoDetail.aspx?date=06/16/2011,23,20,0:00:04,0,0.00%,8.70%,$0.00 
/PhotoDetail.aspx?date=06/29/2010,23,23,0:00:05,0,0.00%,26.09%,$0.00 
/PhotoDetail.aspx?date=08/23/2010,23,18,0:00:03,0,0.00%,13.04%,$0.00 
/PhotoDetail.aspx?date=08/31/2011,23,16,0:01:23,0,0.00%,4.35%,$0.00 
/PhotoDetail.aspx?date=09/09/2010,23,20,0:01:17,1,0.00%,13.04%,$0.00 
/PhotoDetail.aspx?date=09/15/2010,23,20,0:00:03,0,0.00%,8.70%,$0.00 
/PhotoDetail.aspx?date=09/17/2010,23,20,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/21/2010,23,23,0:00:05,1,100.00%,8.70%,$0.00 
/PhotoDetail.aspx?date=09/24/2010,23,22,0:00:06,0,0.00%,4.35%,$0.00 
/PhotoDetail.aspx?date=10/10/2013,23,19,0:00:59,3,33.33%,17.39%,$0.00 
/PhotoDetail.aspx?date=11/06/2012,23,20,0:00:51,8,50.00%,34.78%,$0.00 
/PhotoDetail.aspx?date=11/11/2010,23,23,0:00:04,0,0.00%,21.74%,$0.00 
/PhotoDetail.aspx?date=12/12/2012,23,20,0:00:08,0,0.00%,0.00%,$0.00 
/ErrorPages/NotFound?aspxerrorpath=/PhotoDetail.aspx,22,20,0:00:06,20,55.00%,59.09%,$0.00 
/PhotoDetail.aspx?date=01/06/2012,22,16,0:00:05,0,0.00%,4.55%,$0.00 
/PhotoDetail.aspx?date=01/16/2012,22,19,0:00:04,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=01/29/2010,22,17,0:00:14,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=02/05/2011,22,18,0:01:45,3,33.33%,27.27%,$0.00 
/PhotoDetail.aspx?date=02/12/2011,22,21,0:00:06,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=02/02/2010,22,20,0:00:08,1,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=03/01/2011,22,19,0:00:06,0,0.00%,22.73%,$0.00 
/PhotoDetail.aspx?date=03/02/2010,22,20,0:00:05,0,0.00%,4.55%,$0.00 
/PhotoDetail.aspx?date=03/05/2010,22,21,0:00:04,0,0.00%,4.55%,$0.00 
/PhotoDetail.aspx?date=03/07/2010,22,21,0:00:04,1,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/12/2010,22,21,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/27/2011,22,20,0:00:07,3,33.33%,22.73%,$0.00 
/PhotoDetail.aspx?date=04/06/2012,22,22,0:00:07,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=04/07/2012,22,18,0:00:17,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=04/13/2010,22,19,0:00:04,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=04/17/2012,22,19,0:01:13,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=05/11/2013,22,17,0:00:16,5,60.00%,31.82%,$0.00 
/PhotoDetail.aspx?date=05/18/2010,22,21,0:00:30,1,100.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=05/19/2010,22,20,0:00:05,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=05/20/2010,22,20,0:00:05,0,0.00%,27.27%,$0.00 
/PhotoDetail.aspx?date=05/26/2011,22,19,0:00:28,1,0.00%,22.73%,$0.00 
/PhotoDetail.aspx?date=05/29/2010,22,20,0:00:05,1,100.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=06/04/2005,22,17,0:00:12,0,0.00%,4.55%,$0.00 
/PhotoDetail.aspx?date=06/04/2010,22,20,0:00:04,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=06/09/2010,22,20,0:00:10,1,100.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=06/15/2011,22,20,0:00:05,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=06/18/2011,22,19,0:00:33,0,0.00%,4.55%,$0.00 
/PhotoDetail.aspx?date=06/24/2010,22,20,0:00:06,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=06/30/2010,22,22,0:00:04,0,0.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=07/05/2012,22,18,0:00:43,3,66.67%,27.27%,$0.00 
/PhotoDetail.aspx?date=08/25/2010,22,18,0:00:05,0,0.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=09/03/2011,22,19,0:00:08,1,100.00%,9.09%,$0.00 
/PhotoDetail.aspx?date=09/05/2011,22,17,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/08/2011,22,17,0:00:38,1,0.00%,4.55%,$0.00 
/PhotoDetail.aspx?date=09/12/2010,22,19,0:00:04,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=09/13/2010,22,19,0:00:04,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=10/01/2010,22,21,0:00:06,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=10/11/2010,22,22,0:00:05,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=11/08/2010,22,19,0:00:07,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=11/20/2013,22,20,0:00:18,2,50.00%,18.18%,$0.00 
/PhotoDetail.aspx?date=11/26/2011,22,17,0:01:22,3,66.67%,22.73%,$0.00 
/PhotoDetail.aspx?date=11/26/2013,22,20,0:00:26,0,0.00%,13.64%,$0.00 
/PhotoDetail.aspx?date=12/02/2011,22,18,0:00:32,3,66.67%,31.82%,$0.00 
/PhotoDetail.aspx?date=01/08/2011,21,19,0:00:06,4,100.00%,23.81%,$0.00 
/PhotoDetail.aspx?date=01/10/2012,21,17,0:00:10,1,100.00%,19.05%,$0.00 
/PhotoDetail.aspx?date=01/15/2012,21,20,0:00:03,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=01/04/2010,21,19,0:00:05,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=01/07/2010,21,20,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/26/2010,21,20,0:00:24,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=01/27/2010,21,20,0:00:08,0,0.00%,9.52%,$0.00 
/PhotoDetail.aspx?date=02/17/2010,21,20,0:00:21,4,25.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/01/2012,21,21,0:00:05,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=03/04/2012,21,20,0:00:08,0,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=03/09/2010,21,20,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/22/2013,21,18,0:00:10,7,71.43%,33.33%,$0.00 
/PhotoDetail.aspx?date=04/01/2011,21,20,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=04/03/2011,21,19,0:00:06,0,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=04/10/2012,21,21,0:00:07,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=04/16/2010,21,19,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=04/16/2011,21,21,0:00:09,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=05/02/2012,21,18,0:00:06,3,100.00%,23.81%,$0.00 
/PhotoDetail.aspx?date=05/13/2011,21,17,0:00:06,0,0.00%,9.52%,$0.00 
/PhotoDetail.aspx?date=06/14/2010,21,20,0:00:12,1,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=06/17/2011,21,19,0:00:04,0,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=06/18/2010,21,20,0:00:05,0,0.00%,23.81%,$0.00 
/PhotoDetail.aspx?date=06/22/2011,21,18,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=06/22/2012,21,19,0:00:18,8,100.00%,42.86%,$0.00 
/PhotoDetail.aspx?date=07/07/2012,21,18,0:00:06,1,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=07/28/2013,21,18,0:00:30,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=07/31/2010,21,19,0:00:09,0,0.00%,9.52%,$0.00 
/PhotoDetail.aspx?date=08/22/2012,21,12,0:00:35,1,0.00%,23.81%,$0.00 
/PhotoDetail.aspx?date=09/01/2011,21,17,0:00:12,0,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=09/02/2010,21,20,0:00:03,0,0.00%,23.81%,$0.00 
/PhotoDetail.aspx?date=09/06/2011,21,16,0:00:08,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/07/2011,21,17,0:00:07,0,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=09/18/2012,21,19,0:00:05,7,85.71%,38.10%,$0.00 
/PhotoDetail.aspx?date=09/28/2011,21,18,0:00:07,0,0.00%,9.52%,$0.00 
/PhotoDetail.aspx?date=10/02/2010,21,19,0:00:05,0,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=10/03/2011,21,19,0:00:06,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=10/06/2011,21,18,0:00:54,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=10/19/2013,21,17,0:00:09,0,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=10/23/2010,21,19,0:01:09,0,0.00%,19.05%,$0.00 
/PhotoDetail.aspx?date=11/03/2011,21,17,0:00:03,0,0.00%,4.76%,$0.00 
/PhotoDetail.aspx?date=11/07/2013,21,16,0:02:53,3,66.67%,19.05%,$0.00 
/PhotoDetail.aspx?date=11/10/2010,21,20,0:00:06,0,0.00%,9.52%,$0.00 
/PhotoDetail.aspx?date=11/19/2013,21,18,0:00:20,4,75.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=11/23/2010,21,19,0:00:06,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=11/25/2010,21,20,0:00:20,1,100.00%,19.05%,$0.00 
/PhotoDetail.aspx?date=11/25/2011,21,16,0:01:33,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=11/28/2010,21,20,0:00:05,0,0.00%,9.52%,$0.00 
/PhotoDetail.aspx?date=11/29/2010,21,20,0:00:44,0,0.00%,19.05%,$0.00 
/PhotoDetail.aspx?date=12/30/2011,21,14,0:03:41,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=01/02/2012,20,15,0:00:14,1,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=01/07/2012,20,15,0:00:05,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=01/12/2012,20,18,0:00:10,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=01/19/2013,20,20,0:00:14,7,71.43%,35.00%,$0.00 
/PhotoDetail.aspx?date=01/29/2012,20,18,0:00:04,2,100.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=01/12/2010,20,16,0:00:07,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=02/04/2014,20,13,0:00:08,1,100.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=02/07/2012,20,15,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/16/2011,20,18,0:00:09,8,62.50%,35.00%,$0.00 
/PhotoDetail.aspx?date=03/02/2011,20,17,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=03/11/2010,20,20,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/11/2012,20,19,0:00:08,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=03/24/2012,20,19,0:00:27,1,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=03/06/2010,20,20,0:01:17,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=04/01/2012,20,20,0:00:09,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=04/27/2010,20,20,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=04/28/2010,20,20,0:00:11,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=04/30/2010,20,19,0:00:05,0,0.00%,5.00%,$0.00 
/PhotoDetail.aspx?date=05/01/2012,20,17,0:00:10,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/09/2011,20,19,0:00:05,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/11/2011,20,19,0:00:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=05/12/2011,20,19,0:00:06,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=05/16/2010,20,20,0:00:07,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=05/24/2010,20,19,0:00:06,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=06/05/2005,20,16,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/10/2010,20,18,0:00:04,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=06/11/2010,20,20,0:00:04,1,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=06/20/2011,20,16,0:00:05,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=06/26/2011,20,18,0:00:31,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=06/28/2010,20,20,0:00:05,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=06/29/2011,20,20,0:00:08,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/02/2013,20,19,0:00:20,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=07/05/2011,20,19,0:00:07,1,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=07/14/2011,20,14,0:00:43,1,100.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=07/20/2012,20,16,0:01:28,2,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=07/23/2011,20,19,0:01:18,2,100.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=08/14/2011,20,18,0:00:09,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=08/23/2011,20,18,0:00:24,4,50.00%,35.00%,$0.00 
/PhotoDetail.aspx?date=09/06/2010,20,18,0:00:04,0,0.00%,5.00%,$0.00 
/PhotoDetail.aspx?date=09/08/2010,20,19,0:00:03,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=10/01/2013,20,16,0:00:22,1,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=10/09/2010,20,20,0:00:05,1,100.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=10/11/2011,20,17,0:00:07,0,0.00%,5.00%,$0.00 
/PhotoDetail.aspx?date=10/12/2010,20,20,0:00:04,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=10/15/2011,20,17,0:01:18,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=10/21/2012,20,19,0:00:15,4,100.00%,40.00%,$0.00 
/PhotoDetail.aspx?date=11/01/2010,20,20,0:00:20,2,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=11/01/2011,20,18,0:00:07,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=11/01/2013,20,17,0:00:25,1,100.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=11/04/2011,20,16,0:00:05,0,0.00%,5.00%,$0.00 
/PhotoDetail.aspx?date=11/04/2013,20,15,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/10/2013,20,16,0:00:08,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=11/14/2013,20,18,0:00:06,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=11/24/2013,20,18,0:00:06,0,0.00%,5.00%,$0.00 
/PhotoDetail.aspx?date=12/07/2012,20,16,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/09/2012,20,16,0:00:17,0,0.00%,5.00%,$0.00 
/PhotoDetail.aspx?date=12/11/2012,20,17,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/14/2011,20,16,0:00:13,0,0.00%,10.00%,$0.00 
/PhotoDetail.aspx?date=12/16/2010,20,20,0:00:07,0,0.00%,15.00%,$0.00 
/PhotoDetail.aspx?date=01/01/2011,19,17,0:00:08,3,100.00%,31.58%,$0.00 
/PhotoDetail.aspx?date=01/14/2012,19,17,0:01:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/17/2013,19,16,0:00:19,0,0.00%,10.53%,$0.00 
/PhotoDetail.aspx?date=01/30/2011,19,17,0:00:05,0,0.00%,26.32%,$0.00 
/PhotoDetail.aspx?date=01/01/2010,19,19,0:00:09,0,0.00%,5.26%,$0.00 
/PhotoDetail.aspx?date=01/28/2010,19,16,0:00:37,0,0.00%,15.79%,$0.00 
/PhotoDetail.aspx?date=02/02/2011,19,18,0:00:06,0,0.00%,10.53%,$0.00 
/PhotoDetail.aspx?date=02/06/2012,19,15,0:00:05,0,0.00%,5.26%,$0.00 
/PhotoDetail.aspx?date=02/14/2011,19,19,0:00:14,1,100.00%,21.05%,$0.00 
/PhotoDetail.aspx?date=02/29/2012,19,18,0:00:17,0,0.00%,31.58%,$0.00 
/PhotoDetail.aspx?date=03/04/2010,19,17,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=03/09/2011,19,18,0:00:12,1,0.00%,10.53%,$0.00 
/PhotoDetail.aspx?date=03/10/2011,19,19,0:00:06,0,0.00%,10.53%,$0.00 
/PhotoDetail.aspx?date=03/13/2011,19,18,0:00:05,0,0.00%,5.26%,$0.00 
/PhotoDetail.aspx?date=03/16/2011,19,15,0:00:30,0,0.00%,5.26%,$0.00 
/PhotoDetail.aspx?date=03/31/2011,19,17,0:00:04,0,0.00%,10.53%,$0.00 
/PhotoDetail.aspx?date=03/05/2010,19,18,0:00:12,0,0.00%,5.26%,$0.00 
/PhotoDetail.aspx?date=04/04/2011,19,18,0:00:04,1,0.00%,5.26%,$0.00 
/PhotoDetail.aspx?date=04/07/2011,19,18,0:00:04,0,0.00%,15.79%,$0.00 
/PhotoDetail.aspx?date=04/10/2011,19,18,0:00:05,0,0.00%,10.53%,$0.00 
/PhotoDetail.aspx?date=04/14/2012,19,17,0:00:04,0,0.00%,5.26%,$0.00 
/PhotoDetail.aspx?date=04/24/2011,19,18,0:00:35,3,66.67%,21.05%,$0.00 
/PhotoDetail.aspx?date=05/10/2010,19,19,0:00:04,0,0.00%,5.26%,$0.00 
/PhotoDetail.aspx?date=05/21/2010,19,16,0:00:05,0,0.00%,0.00%,$0.00 
